word,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,非零平均排位,非零个数,综合评分,均值归一,个数归一,rate,0.7,,
instruct,0.001287946,0.000383996,0.001045186,0.000348764,0,0.002103546,0.001990444,0.003493062,0.000447091,0,0.000809493,0,0.001323281,9,0.218957837,0.001108598,0.727272727,0,,,
uniform,0.00024149,0.000191998,0.000627112,0.002441349,0.004671581,0.000841419,0.000497611,0,0.000447091,0,0.001618987,0,0.001286515,9,0.218888442,0.001009463,0.727272727,0,,,
smartphones,0.00144894,0.001535986,0.000627112,0.000697528,0,0,0.000995222,0.000499009,0,0.003873682,0.000809493,0.000892483,0.001264384,9,0.218846669,0.000949787,0.727272727,0,,,
enact,0.001046456,0.001343988,0.000209037,0,0,0.001262128,0.000995222,0.000998018,0.001341273,0.000553383,0,0.003569934,0.001257715,9,0.218834083,0.000931806,0.727272727,0,,,
pearson,0.000563477,0.000191998,0.000209037,0.000348764,0.005030934,0.000841419,0.000497611,0.002495044,0,0.001106766,0,0,0.001253894,9,0.218826871,0.000921504,0.727272727,0,,,
illuminate,0.000321987,0.000575995,0,0.000348764,0.000359352,0.001682837,0.002488055,0,0.000447091,0.000553383,0,0.004462417,0.001248876,9,0.218817398,0.000907971,0.727272727,0,,,
expansion,0.00072447,0.000383996,0,0.001046292,0,0.000841419,0,0.001996035,0.000447091,0.000553383,0.001618987,0.003569934,0.001242401,9,0.218805177,0.000890512,0.727272727,0,,,
manifest,0.00048298,0.000575995,0.000209037,0,0.005030934,0.000420709,0.000995222,0.001996035,0.000894182,0.000553383,0,0,0.001239831,9,0.218800326,0.000883582,0.727272727,0,,,
specialist,0.00048298,0.000575995,0,0.002092585,0.000359352,0.001262128,0,0.000499009,0.000447091,0,0.000809493,0.004462417,0.001221228,9,0.218765213,0.000833421,0.727272727,0,,,
fraction,0.001046456,0.003647967,0.001463261,0.001395057,0.000359352,0.000841419,0,0,0.000447091,0,0.000809493,0.000892483,0.001211398,9,0.218746659,0.000806915,0.727272727,0,,,
return,0.000563477,0.000575995,0.001045186,0.000348764,0.001796762,0.000420709,0,0,0.003576727,0.000553383,0.001618987,0,0.001166666,9,0.218662228,0.000686299,0.727272727,0,,,
biological,0.00072447,0.000191998,0.001045186,0.001395057,0,0,0.001492833,0.003493062,0.000447091,0,0.000809493,0.000892483,0.001165741,9,0.218660483,0.000683807,0.727272727,0,,,
store,0.000402483,0.001535986,0.002717484,0.000348764,0,0.000420709,0.000995222,0.000499009,0,0.001106766,0.00242848,0,0.001161656,9,0.218652772,0.000672791,0.727272727,0,,,
equity,8.04966E-05,0.000383996,0,0.000348764,0.000359352,0.001682837,0.000497611,0.001497026,0.004023818,0,0,0.000892483,0.001085154,9,0.218508376,0.000466511,0.727272727,0,,,
thesis,0.000643973,0.000383996,0.000209037,0.00418517,0.000359352,0.000420709,0,0.000499009,0,0.001106766,0.001618987,0,0.001047444,9,0.2184372,0.000364831,0.727272727,0,,,
kingdom,0.00024149,0,0,0.000348764,0.000718705,0.000420709,0.000497611,0.000998018,0.000447091,0,0.000809493,0.004462417,0.000993811,9,0.218335967,0.000220213,0.727272727,0,,,
exact,0.000160993,0.000383996,0.000836149,0.000348764,0.000718705,0,0.000497611,0.000499009,0.000447091,0,0.00485696,0,0.000972142,9,0.218295067,0.000161785,0.727272727,0,,,
robot,0.002180378,0.008528941,0.022421924,0.04912349,0,0.00319076,0.006469717,0.002703287,0,0,0.022803453,0,0.014677744,8,0.216891451,0.037117658,0.636363636,0,,,
preservice,0.005407338,0.004784528,0,0,0.002725415,0.014586331,0.035583443,0.024329587,0,0.007194841,0,0.004834863,0.012430793,8,0.212650367,0.031058965,0.636363636,0,,,
remote,0.005058477,0.002288253,0.021289504,0.035520062,0,0.001367469,0,0,0.000484406,0,0.029819901,0.001933945,0.012220252,8,0.212252974,0.030491261,0.636363636,0,,,
blog,0.008372652,0.013521492,0.000679452,0.000377873,0,0.005014051,0.009704575,0,0,0.029378933,0,0.021273398,0.011040303,8,0.210025838,0.027309639,0.636363636,0,,,
misconception,0.001831518,0.005408597,0,0.007179587,0,0.001823291,0.002695715,0.040008654,0.015016598,0,0.006139391,0,0.010012919,8,0.208086667,0.024539394,0.636363636,0,,,
architecture,0.004186326,0.006864758,0.019024663,0.027206856,0,0.001823291,0.001078286,0,0,0.00059957,0.013155838,0,0.009242449,8,0.206632416,0.022461893,0.636363636,0,,,
animation,0.014913786,0.009777079,0.007021007,0.004534476,0,0.010483925,0.01401772,0.002703287,0,0,0.008770559,0,0.00902773,8,0.206227138,0.021882924,0.636363636,0,,,
industrial,0.000523291,0.001664184,0.014268497,0.015492793,0,0.000455823,0,0,0.008234909,0,0.025434621,0.001933945,0.008501008,8,0.205232958,0.020462667,0.636363636,0,,,
simulator,0.001918733,0.000624069,0.020383568,0.018515777,0,0,0.001078286,0.000540657,0.000484406,0,0.016664062,0,0.007526195,8,0.203393013,0.017834175,0.636363636,0,,,
behaviour,0.009942524,0.004576505,0.000905936,0,0,0.00638152,0,0.003243945,0,0.00359742,0.012278783,0.014504589,0.006928903,8,0.202265634,0.016223633,0.636363636,0,,,
woman,0.004360756,0.002704298,0,0.003022984,0.00233607,0.000455823,0.002156572,0.005406575,0.032939635,0,0,0,0.006672839,8,0.201782318,0.015533181,0.636363636,0,,,
wiki,0.002790884,0.006656735,0.002038357,0.004156603,0,0.008204811,0.003234858,0,0,0.012590971,0,0.011603671,0.006409611,8,0.201285479,0.014823412,0.636363636,0,,,
vocabulary,0.008634297,0.01684986,0.000452968,0,0.001168035,0.011851394,0.010243718,0,0,0.00059957,0,0.000966973,0.006345852,8,0.201165134,0.01465149,0.636363636,0,,,
ethical,0.002442023,0.002912321,0.000226484,0.000755746,0,0.022791142,0.001078286,0.001621972,0.016954224,0,0,0,0.006097775,8,0.200696893,0.013982574,0.636363636,0,,,
sensor,0.000523291,0.002288253,0.006794523,0.01133619,0,0.002734937,0.000539143,0,0,0,0.021049342,0.000966973,0.005779081,8,0.200095363,0.013123247,0.636363636,0,,,
affordances,0.006105059,0.006240689,0.000452968,0,0,0.008660634,0.004852288,0,0.000968813,0.007194841,0,0.011603671,0.00575987,8,0.200059103,0.013071446,0.636363636,0,,,
cscl,0.009332018,0.008944987,0.002717809,0.000755746,0,0.009116457,0.002695715,0,0,0.00479656,0,0.005801836,0.005520141,8,0.199606618,0.012425039,0.636363636,0,,,
tablet,0.007762146,0.008320918,0.000452968,0.001133619,0,0.007293165,0.011322005,0.001081315,0,0,0,0.006768808,0.005516868,8,0.19960044,0.012416213,0.636363636,0,,,
persistence,0.002703669,0.002496275,0,0,0.00077869,0.000455823,0.003774002,0.000540657,0.023251507,0.009593121,0,0,0.005449218,8,0.199472752,0.012233801,0.636363636,0,,,
wireless,0.002354808,0.006240689,0.005662102,0.019271523,0,0.000911646,0.000539143,0,0,0,0.005262335,0.002900918,0.005392896,8,0.199366444,0.012081933,0.636363636,0,,,
adolescent,0.007849361,0.001872207,0,0,0.00934428,0.000911646,0.010243718,0.00432526,0.004359658,0,0,0.002900918,0.005225881,8,0.199051206,0.011631593,0.636363636,0,,,
electronics,9.47257E-05,0.000903748,0.009593532,0.048428843,0,0,0.000585572,0,0.000526122,0,0.076206758,0,0.019477043,7,0.198677327,0.050058519,0.545454545,0,,,
trainee,0.003924681,0.002288253,0.002038357,0.000755746,0,0.005469874,0.001617429,0.000540657,0,0,0,0.02224037,0.004859421,8,0.198359519,0.010643468,0.636363636,0,,,
random,0.002354808,0.001456161,0.002264841,0.000755746,0.024139389,0,0.004313145,0.000540657,0.002422032,0,0,0,0.004780847,8,0.198211213,0.010431602,0.636363636,0,,,
mining,0.004709617,0.007488826,0.007021007,0.004156603,0,0.002734937,0.001078286,0,0,0.009593121,0,0.000966973,0.004718671,8,0.198093856,0.01026395,0.636363636,0,,,
girl,0.008895943,0.001456161,0,0.001133619,0.00155738,0.004558228,0.007548003,0.010272492,0,0,0,0.001933945,0.004669471,8,0.198000992,0.010131287,0.636363636,0,,,
grader,0.006105059,0.003744413,0,0.000377873,0.002725415,0.005014051,0.007548003,0.01081315,0.000484406,0,0,0,0.004601546,8,0.197872784,0.009948134,0.636363636,0,,,
epistemic,0.002442023,0.00353639,0,0,0.000389345,0.004558228,0.013478577,0.001621972,0.001453219,0,0,0.006768808,0.004281071,8,0.197267891,0.009084001,0.636363636,0,,,
motion,0.001395442,0.002912321,0.008153427,0.006045968,0,0.001823291,0.003774002,0.005947232,0,0,0.003508224,0,0.004194988,8,0.197105413,0.008851888,0.636363636,0,,,
argumentation,0.008198222,0.004160459,0.000226484,0,0,0.006837343,0.002695715,0.001081315,0.001937626,0.008393981,0,0,0.004191393,8,0.197098627,0.008842194,0.636363636,0,,,
ar,0.008372652,0.006240689,0.000452968,0.00377873,0,0.008204811,0.002156572,0,0,0.00119914,0,0.002900918,0.00416331,8,0.19704562,0.008766471,0.636363636,0,,,
wikis,0.001308227,0.00208023,0.000679452,0.000755746,0,0.004102406,0.002156572,0,0,0.008993551,0,0.012570644,0.004080853,8,0.196889985,0.008544134,0.636363636,0,,,
computing,0.002878099,0.003120344,0.002944293,0.009446825,0,0.000455823,0.00700886,0,0.001453219,0,0.004385279,0,0.003961593,8,0.196664882,0.008222559,0.636363636,0,,,
metacognition,0.001221012,0.002288253,0,0.000377873,0,0.005014051,0.000539143,0.00648789,0.000484406,0.014989251,0,0,0.003925235,8,0.196596257,0.008124523,0.636363636,0,,,
modality,0.002267593,0.002496275,0.000452968,0.000755746,0,0.008204811,0.006469717,0,0,0.006595271,0,0.002900918,0.003767912,8,0.196299313,0.007700318,0.636363636,0,,,
library,0.003139744,0.004160459,0.008153427,0.002645111,0,0.00319076,0.001617429,0,0,0.00539613,0.000877056,0,0.003647515,8,0.196072065,0.007375677,0.636363636,0,,,
switch,0.001657087,0.002496275,0.002264841,0.008313206,0,0.000911646,0,0,0.000484406,0.00059957,0.012278783,0,0.003625727,8,0.19603094,0.007316928,0.636363636,0,,,
rural,0.003052529,0.003328367,0,0.000377873,0.00545083,0.00638152,0.001617429,0.00432526,0,0,0,0.00386789,0.003550212,8,0.195888408,0.00711331,0.636363636,0,,,
mechanic,0.002442023,0.002288253,0.008832879,0.003022984,0,0.001823291,0.001078286,0.003243945,0.00532847,0,0,0,0.003507517,8,0.19580782,0.006998185,0.636363636,0,,,
disability,0.004273541,0.004992551,0,0.000755746,0.006618865,0.002279114,0.003774002,0.001081315,0,0.00419699,0,0,0.003496515,8,0.195787056,0.006968521,0.636363636,0,,,
ratio,0.002093163,0.000624069,0.002038357,0.001889365,0.01790987,0.000455823,0,0.001081315,0,0,0.000877056,0,0.003371127,8,0.195550387,0.006630423,0.636363636,0,,,
diagnosis,0.002354808,0.004992551,0.002038357,0.001889365,0.00622952,0,0.002156572,0,0.000968813,0,0.006139391,0,0.003346172,8,0.195503285,0.006563135,0.636363636,0,,,
enjoyment,0.007674931,0.003328367,0,0.000755746,0,0.004558228,0.003234858,0.000540657,0.000484406,0.005995701,0,0,0.003321612,8,0.195456928,0.00649691,0.636363636,0,,,
cloud,0.002529239,0.00208023,0.007021007,0.006045968,0,0.001823291,0,0.001621972,0,0,0.004385279,0.000966973,0.003309245,8,0.195433586,0.006463564,0.636363636,0,,,
cat,0.002267593,0.002496275,0.000452968,0,0.01479511,0,0,0.000540657,0.001453219,0.00059957,0,0.002900918,0.003188289,8,0.195205283,0.006137417,0.636363636,0,,,
childhood,0.002267593,0.002288253,0,0,0.001168035,0.000455823,0.002695715,0.001621972,0.001453219,0,0,0.013537617,0.003186028,8,0.195201016,0.006131322,0.636363636,0,,,
multimodal,0.001744302,0.002496275,0,0,0,0.003646583,0.002156572,0.001081315,0.000484406,0.00419699,0,0.009669726,0.003184521,8,0.195198172,0.006127259,0.636363636,0,,,
demonstration,0.001569872,0.003744413,0.001811873,0.006045968,0.001946725,0,0,0.00648789,0,0,0.002631168,0.000966973,0.00315061,8,0.195134165,0.00603582,0.636363636,0,,,
kit,0.00017443,0.000208023,0.002944293,0.006801714,0,0.000455823,0,0,0.000484406,0,0.013155838,0.000966973,0.003148938,8,0.195131008,0.00603131,0.636363636,0,,,
organisation,0.001046581,0.001872207,0.000679452,0,0,0.000455823,0.000539143,0,0,0.00479656,0.007016447,0.008702754,0.003138621,8,0.195111536,0.006003492,0.636363636,0,,,
cut,0.000523291,0.000416046,0.000679452,0.000377873,0.01868856,0,0,0.000540657,0,0.00119914,0.002631168,0,0.003132023,8,0.195099083,0.005985703,0.636363636,0,,,
youth,0.002790884,0.00208023,0,0,0.00233607,0.005925697,0.008087146,0.001081315,0,0.00059957,0,0.001933945,0.003104357,8,0.195046863,0.005911103,0.636363636,0,,,
lego,0.001221012,0.001248138,0.002038357,0.008691079,0.000389345,0,0,0.004865917,0.000968813,0,0.005262335,0,0.003085624,8,0.195011506,0.005860592,0.636363636,0,,,
accreditation,0.00017443,0.002704298,0,0.00377873,0,0.000911646,0.001078286,0,0.003390845,0.00119914,0.011401727,0,0.003079888,8,0.195000678,0.005845124,0.636363636,0,,,
wave,0.001133797,0.000416046,0.005662102,0.001511492,0.00077869,0,0,0.000540657,0,0.00119914,0.013155838,0,0.00304972,8,0.194943737,0.00576378,0.636363636,0,,,
multidisciplinary,0.001133797,0,0.002491325,0.010580444,0,0.000455823,0,0.001081315,0.002906438,0,0.004385279,0.000966973,0.003000174,8,0.19485022,0.005630184,0.636363636,0,,,
conceptualize,0.001918733,0.001456161,0.000905936,0,0.00233607,0.008660634,0.000539143,0,0.004359658,0.00359742,0,0,0.002971719,8,0.194796511,0.005553458,0.636363636,0,,,
leader,0.001308227,0.00353639,0,0,0,0.004558228,0.001617429,0.000540657,0.003875251,0.00419699,0,0.00386789,0.002937633,8,0.194732174,0.005461547,0.636363636,0,,,
experimentation,0.001308227,0.001248138,0.004529682,0.005668095,0,0.001367469,0,0,0.000484406,0,0.007893503,0.000966973,0.002933311,8,0.194724017,0.005449895,0.636363636,0,,,
profession,0.000872151,0,0.000226484,0.003022984,0,0,0,0.00432526,0.008719315,0.00239828,0.000877056,0.002900918,0.002917806,8,0.194694751,0.005408086,0.636363636,0,,,
spreadsheet,0.00034886,0,0.009285847,0.000377873,0,0.001367469,0.003774002,0.000540657,0,0,0.001754112,0.005801836,0.002906332,8,0.194673094,0.005377147,0.636363636,0,,,
playing,0.004099111,0.003952436,0,0.000755746,0.000389345,0.007293165,0.004313145,0,0.000484406,0,0,0.001933945,0.002902662,8,0.194666168,0.005367252,0.636363636,0,,,
tutoring,0.004447971,0.005408597,0.000679452,0.000755746,0,0.005925697,0.003234858,0,0,0.00179871,0.000877056,0,0.002891011,8,0.194644176,0.005335835,0.636363636,0,,,
channel,0.002180378,0.001664184,0.001811873,0.004534476,0,0.001823291,0.002156572,0,0,0.00179871,0.007016447,0,0.002873241,8,0.194610636,0.005287921,0.636363636,0,,,
tests,0.002790884,0.002704298,0,0.000755746,0,0.001823291,0.003234858,0.00432526,0.00532847,0,0,0.001933945,0.002862094,8,0.194589596,0.005257864,0.636363636,0,,,
transcript,0.002093163,0.002288253,0,0.000377873,0,0.001367469,0.001617429,0,0.003390845,0.00299785,0,0.008702754,0.002854454,8,0.194575176,0.005237264,0.636363636,0,,,
configuration,0.002354808,0.001456161,0.004529682,0.002645111,0.00155738,0.000911646,0.003234858,0,0,0,0.006139391,0,0.00285363,8,0.194573619,0.00523504,0.636363636,0,,,
district,0.001046581,0.001248138,0,0,0.001168035,0.00638152,0.005930574,0.00432526,0.001453219,0.00119914,0,0,0.002844058,8,0.194555553,0.005209232,0.636363636,0,,,
sixth,0.002442023,0.004576505,0,0,0.001946725,0.00319076,0.004313145,0.00432526,0.000968813,0,0,0.000966973,0.002841275,8,0.1945503,0.005201728,0.636363636,0,,,
assembly,0.00034886,0.000832092,0.007021007,0.004534476,0.002725415,0.000455823,0.000539143,0,0,0,0.006139391,0,0.002824526,8,0.194518686,0.005156564,0.636363636,0,,,
coverage,0.000523291,0,0.000679452,0.003400857,0.01401642,0.000911646,0.000539143,0,0,0.00059957,0.001754112,0,0.002803061,8,0.194478172,0.005098687,0.636363636,0,,,
variability,0.000436076,0.000624069,0.000226484,0,0.013627075,0.004558228,0.001078286,0,0,0.00059957,0,0.000966973,0.002764595,8,0.194405567,0.004994967,0.636363636,0,,,
water,0.001046581,0.000624069,0.008379911,0.000755746,0,0.001823291,0,0.008109862,0.000484406,0,0.000877056,0,0.002762615,8,0.194401831,0.004989629,0.636363636,0,,,
korean,0.001482657,0.001248138,0,0,0.00311476,0.004102406,0,0.002703287,0.001453219,0.005995701,0,0.001933945,0.002754264,8,0.194386068,0.00496711,0.636363636,0,,,
subscales,0.001221012,0.001040115,0,0.000377873,0.008954935,0,0.003774002,0.002703287,0.002422032,0.00119914,0,0,0.002711549,8,0.194305445,0.004851934,0.636363636,0,,,
array,0.000436076,0,0.00113242,0.009824698,0.000389345,0.000455823,0,0,0.000484406,0,0.007893503,0.000966973,0.002697906,8,0.194279692,0.004815144,0.636363636,0,,,
thematic,0.001482657,0.00208023,0,0,0,0.002279114,0.002695715,0.00216263,0.002422032,0.00239828,0,0.005801836,0.002665312,8,0.194218172,0.004727258,0.636363636,0,,,
bachelor,0.001221012,0.000208023,0.002264841,0.002645111,0,0,0,0.001081315,0.000484406,0,0.011401727,0.001933945,0.002655047,8,0.194198798,0.004699582,0.636363636,0,,,
immersive,0.00340139,0.001664184,0.001585389,0,0,0.004558228,0.005391431,0,0.000484406,0.00119914,0,0.002900918,0.002648136,8,0.194185752,0.004680945,0.636363636,0,,,
moodle,0.00322696,0.000832092,0.005435618,0.003022984,0,0,0.000539143,0,0,0.00179871,0.005262335,0.000966973,0.002635602,8,0.194162095,0.004647148,0.636363636,0,,,
seamless,0.001308227,0.005824643,0.000226484,0.001133619,0,0.001367469,0.001617429,0,0,0,0.000877056,0.008702754,0.00263221,8,0.194155693,0.004638003,0.636363636,0,,,
disposition,0.000784936,0.002288253,0,0,0.00233607,0.007748988,0.001617429,0,0.000484406,0.00179871,0,0.00386789,0.002615835,8,0.194124786,0.00459385,0.636363636,0,,,
adjust,0.002442023,0.00208023,0.001585389,0,0.00700821,0.001823291,0.002695715,0.000540657,0,0,0.002631168,0,0.002600835,8,0.194096474,0.004553404,0.636363636,0,,,
seminar,0.001046581,0.002496275,0.000226484,0.002267238,0,0.000911646,0,0,0.004359658,0,0.002631168,0.006768808,0.002588482,8,0.194073157,0.004520095,0.636363636,0,,,
gpa,0.001482657,0.000624069,0,0.000755746,0.001168035,0,0.003774002,0.00216263,0.008719315,0.00179871,0,0,0.002560645,8,0.194020616,0.004445036,0.636363636,0,,,
precision,0.000697721,0.001040115,0.000905936,0.001511492,0.011291005,0.000911646,0,0,0.000484406,0,0.003508224,0,0.002543818,8,0.193988854,0.004399662,0.636363636,0,,,
simulated,0.001569872,0.001872207,0.00113242,0.001511492,0.00467214,0.000455823,0.004313145,0,0,0,0.004385279,0,0.002489047,8,0.193885475,0.004251978,0.636363636,0,,,
chat,0.003663035,0.004368482,0,0.000377873,0,0.001823291,0.005930574,0,0,0.00179871,0.000877056,0.000966973,0.002475749,8,0.193860376,0.004216121,0.636363636,0,,,
reuse,0.001395442,0.004160459,0.003397261,0.005290222,0,0,0.001078286,0,0,0.00059957,0.001754112,0.001933945,0.002451162,8,0.193813968,0.004149824,0.636363636,0,,,
reserve,0.035425968,0,0,0,0,0,0,0,0,0.18719134,0.001397066,0,0.074671458,3,0.193765021,0.198885095,0.181818182,0,,,
favor,0.002093163,0.001872207,0,0.001511492,0.005061485,0.000911646,0.003234858,0.003784602,0,0.00059957,0,0,0.002383628,8,0.193686498,0.003967724,0.636363636,0,,,
pa,0.000697721,0.000832092,0.000452968,0.000377873,0.01245904,0.000911646,0,0.002703287,0,0.00059957,0,0,0.002379275,8,0.193678281,0.003955986,0.636363636,0,,,
vector,0.000872151,0.000208023,0.002038357,0.005290222,0.001946725,0.000911646,0,0.003243945,0,0,0.004385279,0,0.002362044,8,0.193645758,0.003909524,0.636363636,0,,,
controlled,0.00340139,0.001664184,0.004303198,0.001511492,0.001168035,0.002279114,0.000539143,0,0,0,0.003508224,0,0.002296847,8,0.193522701,0.003733729,0.636363636,0,,,
solid,0.000959366,0.000416046,0.004076714,0.001889365,0,0.000455823,0.002695715,0.00432526,0,0,0.003508224,0,0.002290814,8,0.193511313,0.00371746,0.636363636,0,,,
readiness,0.003663035,0.002912321,0,0,0.001168035,0.002279114,0.001078286,0.002703287,0.001453219,0.00299785,0,0,0.002281894,8,0.193494476,0.003693407,0.636363636,0,,,
communicative,0.002965314,0.004992551,0,0,0,0.000455823,0.001078286,0.001621972,0.000484406,0.00179871,0,0.004834863,0.002278991,8,0.193488997,0.00368558,0.636363636,0,,,
situated,0.001569872,0.002704298,0,0,0,0.005014051,0.002156572,0.000540657,0.002422032,0.00179871,0,0.001933945,0.002267517,8,0.193467341,0.003654643,0.636363636,0,,,
correction,0.001482657,0.002496275,0.001358905,0.000755746,0.01012297,0.000455823,0,0.000540657,0,0.00059957,0,0,0.002226575,8,0.193390064,0.003544247,0.636363636,0,,,
characterise,0.000610506,0.000208023,0.000226484,0,0,0.000455823,0,0.002703287,0,0.00119914,0.002631168,0.009669726,0.00221302,8,0.193364477,0.003507695,0.636363636,0,,,
socially,0.001133797,0.000832092,0,0,0.00077869,0.00319076,0,0.001081315,0.001453219,0.006595271,0,0.001933945,0.002124886,8,0.193198127,0.003270051,0.636363636,0,,,
verification,0.000784936,0.000624069,0.004076714,0.004534476,0.000389345,0.000911646,0,0.00216263,0,0,0.003508224,0,0.002124005,8,0.193196463,0.003267675,0.636363636,0,,,
zero,8.72151E-05,0.000416046,0.000226484,0.00377873,0.005061485,0,0.000539143,0,0,0.00059957,0.006139391,0,0.002106008,8,0.193162495,0.003219148,0.636363636,0,,,
battery,0.000523291,0.000208023,0,0.003022984,0.00233607,0.000455823,0.000539143,0,0.000968813,0,0.008770559,0,0.002103088,8,0.193156983,0.003211275,0.636363636,0,,,
patient,0.001831518,0.001872207,0.000226484,0,0.001168035,0.005925697,0.002695715,0.001081315,0,0,0,0.001933945,0.002091864,8,0.193135799,0.003181011,0.636363636,0,,,
generalize,0.000697721,0.000832092,0.001811873,0.000755746,0.007397555,0.001367469,0.001078286,0,0,0,0.002631168,0,0.002071489,8,0.19309734,0.00312607,0.636363636,0,,,
proportion,0.001657087,0.001248138,0,0,0.00856559,0.001367469,0.000539143,0.000540657,0.001937626,0.00059957,0,0,0.00205691,8,0.193069823,0.00308676,0.636363636,0,,,
secondly,0.002005948,0.000832092,0.00113242,0,0,0.000911646,0,0.001081315,0,0.00119914,0.004385279,0.004834863,0.002047838,8,0.193052699,0.003062298,0.636363636,0,,,
fixed,0.000523291,0.001664184,0.000679452,0.004156603,0.00545083,0,0.001617429,0,0.000484406,0,0.001754112,0,0.002041288,8,0.193040337,0.003044638,0.636363636,0,,,
academy,0.00017443,0.000832092,0.000452968,0.004534476,0,0.000455823,0,0,0.006297283,0.00179871,0.001754112,0,0.002037487,8,0.193033162,0.003034387,0.636363636,0,,,
retrieval,0.000872151,0.006448712,0.000905936,0.000377873,0,0.002279114,0.001617429,0,0,0,0.000877056,0.002900918,0.002034899,8,0.193028277,0.003027409,0.636363636,0,,,
calculus,0.001657087,0.000416046,0.000452968,0.000755746,0.000389345,0,0.000539143,0,0.011141347,0,0.000877056,0,0.002028592,8,0.193016374,0.003010404,0.636363636,0,,,
metaphor,0.001831518,0.000416046,0,0.002645111,0,0.002279114,0.000539143,0.00216263,0.000484406,0,0,0.005801836,0.002019975,8,0.19300011,0.002987169,0.636363636,0,,,
black,0.000523291,0.000832092,0.000452968,0.005668095,0.00077869,0,0,0.000540657,0.002906438,0,0.004385279,0,0.002010939,8,0.192983053,0.002962803,0.636363636,0,,,
soft,0.000523291,0.000624069,0.000905936,0.002267238,0,0.001367469,0,0,0,0.00239828,0.007016447,0.000966973,0.002008713,8,0.192978851,0.002956801,0.636363636,0,,,
portfolios,0.002093163,0.000624069,0.000452968,0.000377873,0,0.002279114,0.001617429,0,0,0.00359742,0,0.004834863,0.001984612,8,0.192933362,0.002891816,0.636363636,0,,,
sem,0.001744302,0.003120344,0,0.000377873,0.00467214,0.000455823,0.002695715,0.00216263,0,0.00059957,0,0,0.00197855,8,0.192921919,0.002875469,0.636363636,0,,,
diagnose,0.001221012,0.002288253,0.000226484,0,0.00233607,0.002734937,0.004852288,0.001081315,0,0,0.000877056,0,0.001952177,8,0.19287214,0.002804357,0.636363636,0,,,
approximate,0.000261645,0.000416046,0.000452968,0.000377873,0.00545083,0,0.000539143,0,0,0,0.007016447,0.000966973,0.001935241,8,0.192840174,0.00275869,0.636363636,0,,,
augmented,0.00357582,0.00353639,0.000905936,0.001889365,0.00077869,0.00319076,0,0,0,0.00059957,0.000877056,0,0.001919198,8,0.192809894,0.002715434,0.636363636,0,,,
genetic,0.001046581,0.001664184,0.003850229,0.002267238,0.000389345,0,0.002156572,0.00216263,0,0,0.001754112,0,0.001911361,8,0.192795102,0.002694302,0.636363636,0,,,
division,0.001221012,0.001456161,0.000679452,0.002267238,0.00077869,0,0,0.005947232,0,0,0.000877056,0.001933945,0.001895098,8,0.192764406,0.00265045,0.636363636,0,,,
density,0.000872151,0.001664184,0.001358905,0.004156603,0.00155738,0,0,0.001621972,0,0.00299785,0.000877056,0,0.001888263,8,0.192751504,0.002632018,0.636363636,0,,,
concentration,0.002354808,0.000416046,0.002491325,0.001511492,0,0.000911646,0.005930574,0.000540657,0,0,0.000877056,0,0.001879201,8,0.192734399,0.002607583,0.636363636,0,,,
ignore,0.000872151,0.001248138,0.000226484,0.000377873,0.0077869,0,0.002156572,0,0.000968813,0.00119914,0,0,0.001854509,8,0.192687794,0.002541004,0.636363636,0,,,
offering,0.001046581,0.000832092,0.00113242,0.006423841,0,0,0.000539143,0,0.000484406,0.00239828,0,0.001933945,0.001848839,8,0.192677092,0.002525715,0.636363636,0,,,
firstly,0.002093163,0.001040115,0.001585389,0,0,0.000455823,0,0.002703287,0,0.00119914,0.000877056,0.004834863,0.001848604,8,0.192676649,0.002525084,0.636363636,0,,,
offline,0.002005948,0.000832092,0.000905936,0,0,0.001367469,0.001078286,0,0,0.00479656,0.000877056,0.002900918,0.001845533,8,0.192670852,0.002516802,0.636363636,0,,,
discriminant,0.000697721,0.000416046,0,0,0.00934428,0.000455823,0.001617429,0.000540657,0.000968813,0.00059957,0,0,0.001830042,8,0.192641614,0.002475033,0.636363636,0,,,
simplify,0.000436076,0.000416046,0.002491325,0.001133619,0.000389345,0.000455823,0,0,0.000484406,0,0.008770559,0,0.00182215,8,0.192626717,0.002453751,0.636363636,0,,,
locus,0.001221012,0.000624069,0.000679452,0.000755746,0.001168035,0,0,0,0.000484406,0.00239828,0.007016447,0,0.001793431,8,0.19257251,0.002376313,0.636363636,0,,,
execution,0.000784936,0.000624069,0.002944293,0.00377873,0,0,0,0.001081315,0.001453219,0,0.002631168,0.000966973,0.001783088,8,0.192552988,0.002348424,0.636363636,0,,,
binary,0.000261645,0.000208023,0.001585389,0,0.007397555,0,0.001078286,0,0.000484406,0.00119914,0,0.001933945,0.001768549,8,0.192525545,0.002309221,0.636363636,0,,,
centre,0.001133797,0.001664184,0.000452968,0.000377873,0,0.000455823,0,0,0,0.00059957,0.003508224,0.005801836,0.001749284,8,0.192489184,0.002257276,0.636363636,0,,,
remove,0.001395442,0.001040115,0.000226484,0.000377873,0.00467214,0.001367469,0.001078286,0.003784602,0,0,0,0,0.001742801,8,0.192476948,0.002239795,0.636363636,0,,,
